,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-8,blaOXA-1,blaTEM-15,blaTEM-1B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
NODE_20_length_209_cov_1.024390,ESBL22,NODE_20_length_209_cov_1.024390,misc,M_16,False,False,False,1.024390,209,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_201_cov_1.000000,ESBL22,NODE_21_length_201_cov_1.000000,misc,M_17,False,False,False,1.000000,201,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_192_cov_1.000000,ESBL22,NODE_22_length_192_cov_1.000000,misc,M_18,False,False,False,1.000000,192,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_23_length_185_cov_1.827586,ESBL22,NODE_23_length_185_cov_1.827586,misc,M_19,False,False,False,1.827586,185,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_185_cov_1.000000,ESBL22,NODE_24_length_185_cov_1.000000,misc,M_20,False,False,False,1.000000,185,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_175_cov_1.125000,ESBL22,NODE_25_length_175_cov_1.125000,misc,M_21,False,False,False,1.125000,175,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_167_cov_1.550000,ESBL22,NODE_26_length_167_cov_1.550000,misc,M_22,False,False,False,1.550000,167,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_144_cov_1.058824,ESBL22,NODE_27_length_144_cov_1.058824,misc,M_23,False,False,False,1.058824,144,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_28_length_128_cov_405.000000,ESBL22,NODE_28_length_128_cov_405.000000,misc,M_24,False,False,False,405.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_3018331_cov_27.216295,ESBL05,NODE_1_length_3018331_cov_27.216295,chromosome,C_0,False,True,False,27.216295,3018331,"['mdf(A)', 'tet(34)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683573..684805,,,,,,,59161..59516,,,
NODE_2_length_1414535_cov_25.106086,ESBL05,NODE_2_length_1414535_cov_25.106086,chromosome,C_1,False,False,False,25.106086,1414535,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_493916_cov_31.008018,ESBL05,NODE_3_length_493916_cov_31.008018,misc,M_0,False,False,False,31.008018,493916,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_6942_cov_36.294057,ESBL05,NODE_8_length_6942_cov_36.294057,misc,M_1,False,False,False,36.294057,6942,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_1919_cov_64.819196,ESBL05,NODE_9_length_1919_cov_64.819196,misc,M_2,False,True,False,64.819196,1919,"['lnu(F)', ""ant(3'')-Ia""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1..126,,,,,,,,,,,,,,,,,,,,,,165..986,,,,,,,,,,,
NODE_10_length_262_cov_67.985185,ESBL05,NODE_10_length_262_cov_67.985185,misc,M_3,False,False,False,67.985185,262,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_128_cov_843.000000,ESBL05,NODE_11_length_128_cov_843.000000,misc,M_4,False,False,False,843.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_110732_cov_17.743059,ESBL05,NODE_4_length_110732_cov_17.743059,plasmid,P_0,True,False,False,17.743059,110732,['IncFIB(pKPHS1)'],,,,,,,,,,,,,32883..33442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_83620_cov_28.919670,ESBL05,NODE_5_length_83620_cov_28.919670,plasmid,P_1,True,True,False,28.919670,83620,"['blaCTX-M-1', 'IncI1']",,,,,,,,,,,,,,,,,,65380..65521,,,,,,,,,,,,,,,,,59220..60095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_51546_cov_23.520450,ESBL05,NODE_6_length_51546_cov_23.520450,plasmid,P_2,True,True,False,23.520450,51546,"[""ant(3'')-Ia"", 'aadA8b', 'IncX1', 'IncX3', 'lnu(F)', 'blaTEM-1B']",,,,,,,,,,,,,,,,,,,,,,32149..32522,30308..30652,,,,,,51350..51546,49557..50358,,,,,,,,,,,,,45227..46087,,,,,,,,,50397..51218,,,,,,,,,,,
NODE_7_length_39253_cov_32.873843,ESBL05,NODE_7_length_39253_cov_32.873843,plasmid,P_3,True,True,False,32.873843,39253,"['mef(B)', 'IncR', 'aadA8b', ""ant(3'')-Ia"", 'dfrA12', 'sul3', 'blaTEM-1B', 'cmlA1', 'IncN']",,,,,,,,,,,,,,,,,,,491..628,,8568..8818,,,,,,,,23623..24414,21218..22019,,,,,,,,,,,,,34353..35213,,,22102..23361,,24822..25319,,,,,,16722..16984,,,,,18745..19536,,,,
NODE_1_length_2593743_cov_26.519566,ESBL20,NODE_1_length_2593743_cov_26.519566,chromosome,C_0,False,True,False,26.519566,2593743,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279312..1280544,,,,,,,,,,
NODE_2_length_1056001_cov_27.395547,ESBL20,NODE_2_length_1056001_cov_27.395547,chromosome,C_1,False,False,False,27.395547,1056001,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_950676_cov_21.564930,ESBL20,NODE_3_length_950676_cov_21.564930,misc,M_0,False,False,False,21.564930,950676,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_237654_cov_23.461303,ESBL20,NODE_4_length_237654_cov_23.461303,misc,M_1,False,False,False,23.461303,237654,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_187016_cov_28.229516,ESBL20,NODE_5_length_187016_cov_28.229516,misc,M_2,False,False,False,28.229516,187016,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_503_cov_2.784574,ESBL20,NODE_10_length_503_cov_2.784574,misc,M_3,False,False,False,2.784574,503,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_459_cov_2.313253,ESBL20,NODE_11_length_459_cov_2.313253,misc,M_4,False,False,False,2.313253,459,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_128_cov_452.000000,ESBL20,NODE_12_length_128_cov_452.000000,misc,M_5,False,False,False,452.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_129401_cov_40.599463,ESBL20,NODE_6_length_129401_cov_40.599463,plasmid,P_0,True,True,False,40.599463,129401,"[""ant(3'')-Ia"", 'mph(A)', ""aph(3'')-Ib"", 'aadA5', 'dfrA17', 'Col156', 'sul1', 'sul2', 'IncFIB(AP001918)', 'tet(A)', 'blaCTX-M-27', 'IncFII(pRSB107)', 'IncFIA']",,,,,,1921..2062,,,,40828..41215,24872..25553,,,,,,69765..70025,,,,,,,,,,,47322..48110,,46533..46699,57959..58762,,,,,,,,63429..64304,,,,,,,,,,,46718..47191,,,,,54791..55712,,48630..49496,57083..57898,,,60577..61823,,
NODE_7_length_87840_cov_30.174319,ESBL20,NODE_7_length_87840_cov_30.174319,plasmid,P_1,True,False,False,30.174319,87840,['IncI1'],,,,,,,,,,,,,,,,,,8295..8436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_5294_cov_65.811109,ESBL20,NODE_8_length_5294_cov_65.811109,plasmid,P_2,True,False,False,65.811109,5294,['Col156'],,,,,,4449..4602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_1676_cov_255.765010,ESBL20,NODE_9_length_1676_cov_255.765010,plasmid,P_3,True,False,False,255.765010,1676,['Col(MG828)'],,,,564..825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_1591871_cov_31.220149,ESBL21,NODE_1_length_1591871_cov_31.220149,chromosome,C_0,False,False,False,31.220149,1591871,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_2_length_923299_cov_23.778605,ESBL21,NODE_2_length_923299_cov_23.778605,misc,M_0,False,True,False,23.778605,923299,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570267..571499,,,,,,,,,,
NODE_3_length_869332_cov_27.863790,ESBL21,NODE_3_length_869332_cov_27.863790,misc,M_1,False,False,False,27.863790,869332,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_798561_cov_25.032802,ESBL21,NODE_4_length_798561_cov_25.032802,misc,M_2,False,False,False,25.032802,798561,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_772696_cov_21.389894,ESBL21,NODE_5_length_772696_cov_21.389894,misc,M_3,False,False,False,21.389894,772696,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_31454_cov_16.605644,ESBL21,NODE_8_length_31454_cov_16.605644,misc,M_4,False,False,False,16.605644,31454,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_3065_cov_14.354637,ESBL21,NODE_11_length_3065_cov_14.354637,misc,M_5,False,False,False,14.354637,3065,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_3004_cov_101.226973,ESBL21,NODE_12_length_3004_cov_101.226973,misc,M_6,False,False,False,101.226973,3004,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_2347_cov_1.283333,ESBL21,NODE_13_length_2347_cov_1.283333,misc,M_7,False,False,False,1.283333,2347,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_1433_cov_293.699847,ESBL21,NODE_15_length_1433_cov_293.699847,misc,M_8,False,False,False,293.699847,1433,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_1165_cov_99.118497,ESBL21,NODE_16_length_1165_cov_99.118497,misc,M_9,False,False,False,99.118497,1165,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_719_cov_1.496622,ESBL21,NODE_17_length_719_cov_1.496622,misc,M_10,False,False,False,1.496622,719,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_518_cov_1.227621,ESBL21,NODE_18_length_518_cov_1.227621,misc,M_11,False,False,False,1.227621,518,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_19_length_451_cov_1.280864,ESBL21,NODE_19_length_451_cov_1.280864,misc,M_12,False,False,False,1.280864,451,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_128_cov_334.000000,ESBL21,NODE_20_length_128_cov_334.000000,misc,M_13,False,False,False,334.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_153296_cov_49.958190,ESBL21,NODE_6_length_153296_cov_49.958190,plasmid,P_0,True,True,False,49.958190,153296,"['IncI1', 'blaTEM-1B', 'IncFIB(AP001918)', 'IncFII(pRSB107)', 'aac(3)-IId', 'IncFIA', 'blaCTX-M-8']",,,,,,,,,,147757..148144,126365..127046,,,,,,111888..112148,71918..72059,,,,,,,,119184..120044,,,,,,,,,,,,,,88873..89748,,,117152..118012,,,,,,,,,,,,,,,,,,,,
NODE_7_length_33220_cov_24.499048,ESBL21,NODE_7_length_33220_cov_24.499048,plasmid,P_1,True,False,False,24.499048,33220,['IncX4'],,,,,,,,,,,,,,,,,,,,,,,,10048..10421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_8681_cov_60.160393,ESBL21,NODE_9_length_8681_cov_60.160393,plasmid,P_2,True,False,False,60.160393,8681,['ColRNAI'],,,,,,,,1584..1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_7267_cov_165.676611,ESBL21,NODE_10_length_7267_cov_165.676611,plasmid,P_3,True,False,False,165.676611,7267,['Col156'],,,,,,2666..2819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_1436_cov_225.548510,ESBL21,NODE_14_length_1436_cov_225.548510,plasmid,P_4,True,False,False,225.548510,1436,['Col(KPHS6)'],,,965..1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_1878863_cov_34.104463,ESBL25,NODE_1_length_1878863_cov_34.104463,chromosome,C_0,False,True,False,34.104463,1878863,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533411..1534643,,,,,,,,,,
NODE_2_length_1724428_cov_29.479231,ESBL25,NODE_2_length_1724428_cov_29.479231,chromosome,C_1,False,False,False,29.479231,1724428,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_1465184_cov_35.469679,ESBL25,NODE_3_length_1465184_cov_35.469679,chromosome,C_2,False,False,False,35.469679,1465184,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_131063_cov_67.515977,ESBL25,NODE_4_length_131063_cov_67.515977,plasmid,P_0,True,True,False,67.515977,131063,"[""ant(3'')-Ia"", 'IncFIC(FII)', 'dfrA14', 'mph(A)', 'blaCTX-M-14', 'IncFIB(AP001918)', 'tet(B)', 'IncFIA']",,,,,,,,,,112161..112548,96058..96738,,,46398..46695,,,,,,,,,,,,,,,,62731..62898,,,,,,41413..42288,,,,,,,,,,,,,62905..63387,,,,,,58049..58970,,,,,,,71166..72371,
NODE_5_length_95252_cov_23.155017,ESBL25,NODE_5_length_95252_cov_23.155017,plasmid,P_1,True,False,False,23.155017,95252,['p0111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26149..27033,,,,,,,
NODE_6_length_92460_cov_29.855989,ESBL25,NODE_6_length_92460_cov_29.855989,plasmid,P_2,True,False,False,29.855989,92460,['IncB/O/K/Z'],,,,,,,,,5101..5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_8066_cov_96.538103,ESBL25,NODE_7_length_8066_cov_96.538103,plasmid,P_3,True,False,False,96.538103,8066,['ColRNAI'],,,,,,,,7615..7745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_7577_cov_128.665772,ESBL25,NODE_8_length_7577_cov_128.665772,plasmid,P_4,True,False,False,128.665772,7577,['Col156'],,,,,,645..798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_5758_cov_98.315752,ESBL25,NODE_9_length_5758_cov_98.315752,plasmid,P_5,True,False,False,98.315752,5758,['ColRNAI'],,,,,,,,2783..2902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_4199_cov_151.507859,ESBL25,NODE_10_length_4199_cov_151.507859,plasmid,P_6,True,False,False,151.507859,4199,['Col8282'],,,,,,,2655..2859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_1679_cov_277.367268,ESBL25,NODE_11_length_1679_cov_277.367268,plasmid,P_7,True,False,False,277.367268,1679,['Col(MG828)'],,,,987..1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_440_cov_3.520767,ESBL25,NODE_12_length_440_cov_3.520767,misc,M_0,False,False,False,3.520767,440,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_244_cov_7.008547,ESBL25,NODE_13_length_244_cov_7.008547,misc,M_1,False,False,False,7.008547,244,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_128_cov_294.000000,ESBL25,NODE_14_length_128_cov_294.000000,misc,M_2,False,False,False,294.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_1155556_cov_23.008401,ESBL17,NODE_1_length_1155556_cov_23.008401,chromosome,C_0,False,False,False,23.008401,1155556,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_2_length_839545_cov_30.296169,ESBL17,NODE_2_length_839545_cov_30.296169,misc,M_0,False,False,False,30.296169,839545,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_667825_cov_23.281275,ESBL17,NODE_3_length_667825_cov_23.281275,misc,M_1,False,False,False,23.281275,667825,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_541300_cov_24.849536,ESBL17,NODE_4_length_541300_cov_24.849536,misc,M_2,False,False,False,24.849536,541300,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_511857_cov_22.228562,ESBL17,NODE_5_length_511857_cov_22.228562,misc,M_3,False,False,False,22.228562,511857,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_447141_cov_25.137723,ESBL17,NODE_6_length_447141_cov_25.137723,misc,M_4,False,False,False,25.137723,447141,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_361351_cov_24.465315,ESBL17,NODE_7_length_361351_cov_24.465315,misc,M_5,False,False,False,24.465315,361351,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_236196_cov_22.225239,ESBL17,NODE_8_length_236196_cov_22.225239,misc,M_6,False,True,False,22.225239,236196,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110118..111350,,,,,,,,,,
NODE_9_length_191288_cov_17.725818,ESBL17,NODE_9_length_191288_cov_17.725818,misc,M_7,False,False,False,17.725818,191288,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_134230_cov_20.424569,ESBL17,NODE_11_length_134230_cov_20.424569,misc,M_8,False,False,False,20.424569,134230,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_54232_cov_25.564403,ESBL17,NODE_13_length_54232_cov_25.564403,misc,M_9,False,False,False,25.564403,54232,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_45452_cov_15.289619,ESBL17,NODE_14_length_45452_cov_15.289619,misc,M_10,False,False,False,15.289619,45452,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_14248_cov_25.832873,ESBL17,NODE_15_length_14248_cov_25.832873,misc,M_11,False,False,False,25.832873,14248,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_12944_cov_34.360381,ESBL17,NODE_16_length_12944_cov_34.360381,misc,M_12,False,False,False,34.360381,12944,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_9562_cov_26.440382,ESBL17,NODE_17_length_9562_cov_26.440382,misc,M_13,False,False,False,26.440382,9562,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_7240_cov_18.139322,ESBL17,NODE_18_length_7240_cov_18.139322,misc,M_14,False,False,False,18.139322,7240,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_914_cov_2.100381,ESBL17,NODE_21_length_914_cov_2.100381,misc,M_15,False,False,False,2.100381,914,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_739_cov_1.516340,ESBL17,NODE_22_length_739_cov_1.516340,misc,M_16,False,False,False,1.516340,739,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_516_cov_1.272494,ESBL17,NODE_24_length_516_cov_1.272494,misc,M_17,False,False,False,1.272494,516,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_23_length_516_cov_1.506427,ESBL17,NODE_23_length_516_cov_1.506427,misc,M_18,False,False,False,1.506427,516,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_513_cov_1.867876,ESBL17,NODE_25_length_513_cov_1.867876,misc,M_19,False,False,False,1.867876,513,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_501_cov_3.302139,ESBL17,NODE_26_length_501_cov_3.302139,misc,M_20,False,False,False,3.302139,501,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_493_cov_1.773224,ESBL17,NODE_27_length_493_cov_1.773224,misc,M_21,False,False,False,1.773224,493,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_28_length_434_cov_2.700326,ESBL17,NODE_28_length_434_cov_2.700326,misc,M_22,False,False,False,2.700326,434,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_29_length_434_cov_0.980456,ESBL17,NODE_29_length_434_cov_0.980456,misc,M_23,False,False,False,0.980456,434,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_30_length_184_cov_13.456140,ESBL17,NODE_30_length_184_cov_13.456140,misc,M_24,False,False,False,13.456140,184,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_31_length_128_cov_743.000000,ESBL17,NODE_31_length_128_cov_743.000000,misc,M_25,False,False,False,743.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_147086_cov_34.012173,ESBL17,NODE_10_length_147086_cov_34.012173,plasmid,P_0,True,True,False,34.012173,147086,"[""ant(3'')-Ia"", 'mph(A)', 'IncFIC(FII)', 'aadA5', ""aac(6')-Ib-cr"", 'dfrA17', 'sul1', 'blaCTX-M-15', 'aac(3)-IIa', 'tet(A)', 'catB3', 'IncFIA', 'blaOXA-1']",,,,,,,,,,140571..140954,,,,79753..80253,,,,,,,,,,,7065..7925,,50951..51550,36880..37668,,36091..36257,,,,,,,,48797..49672,,,51681..52511,,,,52649..53093,,,,,36276..36749,,,,,44349..45270,,38188..39054,,,,56424..57670,,
NODE_12_length_98739_cov_17.220460,ESBL17,NODE_12_length_98739_cov_17.220460,plasmid,P_1,True,False,False,17.220460,98739,['p0111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81862..82746,,,,,,,
