,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA1,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-3,blaCTX-M-8,blaOXA-1,blaTEM-1B,blaTEM-1C,blaTEM-52B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
NODE_26_length_255_cov_34.984375,ESBL02,NODE_26_length_255_cov_34.984375,misc,M_28,False,False,False,34.984375,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_34_length_252_cov_1.216000,ESBL02,NODE_34_length_252_cov_1.216000,misc,M_29,False,False,False,1.216000,252,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_37_length_251_cov_1.000000,ESBL02,NODE_37_length_251_cov_1.000000,misc,M_30,False,False,False,1.000000,251,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_36_length_251_cov_1.000000,ESBL02,NODE_36_length_251_cov_1.000000,misc,M_31,False,False,False,1.000000,251,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_35_length_251_cov_1.008065,ESBL02,NODE_35_length_251_cov_1.008065,misc,M_32,False,False,False,1.008065,251,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_38_length_250_cov_1.398374,ESBL02,NODE_38_length_250_cov_1.398374,misc,M_33,False,False,False,1.398374,250,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_41_length_249_cov_1.000000,ESBL02,NODE_41_length_249_cov_1.000000,misc,M_34,False,False,False,1.000000,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_40_length_249_cov_1.467213,ESBL02,NODE_40_length_249_cov_1.467213,misc,M_35,False,False,False,1.467213,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_39_length_249_cov_1.590164,ESBL02,NODE_39_length_249_cov_1.590164,misc,M_36,False,False,False,1.590164,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_42_length_248_cov_1.380165,ESBL02,NODE_42_length_248_cov_1.380165,misc,M_37,False,False,False,1.380165,248,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_46_length_247_cov_1.283333,ESBL02,NODE_46_length_247_cov_1.283333,misc,M_38,False,False,False,1.283333,247,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_47_length_247_cov_1.000000,ESBL02,NODE_47_length_247_cov_1.000000,misc,M_39,False,False,False,1.000000,247,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_43_length_247_cov_33.100000,ESBL02,NODE_43_length_247_cov_33.100000,misc,M_40,False,False,False,33.100000,247,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_44_length_247_cov_15.400000,ESBL02,NODE_44_length_247_cov_15.400000,misc,M_41,False,False,False,15.400000,247,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_45_length_247_cov_15.066667,ESBL02,NODE_45_length_247_cov_15.066667,misc,M_42,False,False,False,15.066667,247,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_48_length_246_cov_1.000000,ESBL02,NODE_48_length_246_cov_1.000000,misc,M_43,False,False,False,1.000000,246,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_49_length_245_cov_1.355932,ESBL02,NODE_49_length_245_cov_1.355932,misc,M_44,False,False,False,1.355932,245,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_50_length_243_cov_1.000000,ESBL02,NODE_50_length_243_cov_1.000000,misc,M_45,False,False,False,1.000000,243,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_51_length_242_cov_14.591304,ESBL02,NODE_51_length_242_cov_14.591304,misc,M_46,False,False,False,14.591304,242,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_52_length_242_cov_1.000000,ESBL02,NODE_52_length_242_cov_1.000000,misc,M_47,False,False,False,1.000000,242,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_53_length_241_cov_1.149123,ESBL02,NODE_53_length_241_cov_1.149123,misc,M_48,False,False,False,1.149123,241,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_55_length_235_cov_4.064815,ESBL02,NODE_55_length_235_cov_4.064815,misc,M_49,False,False,False,4.064815,235,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_54_length_235_cov_7.537037,ESBL02,NODE_54_length_235_cov_7.537037,misc,M_50,False,False,False,7.537037,235,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_56_length_234_cov_18.738318,ESBL02,NODE_56_length_234_cov_18.738318,misc,M_51,False,False,False,18.738318,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_58_length_234_cov_3.654206,ESBL02,NODE_58_length_234_cov_3.654206,misc,M_52,False,False,False,3.654206,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_59_length_234_cov_2.906542,ESBL02,NODE_59_length_234_cov_2.906542,misc,M_53,False,False,False,2.906542,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_57_length_234_cov_9.887850,ESBL02,NODE_57_length_234_cov_9.887850,misc,M_54,False,False,False,9.887850,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_60_length_231_cov_24.990385,ESBL02,NODE_60_length_231_cov_24.990385,misc,M_55,False,False,False,24.990385,231,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_61_length_212_cov_2.564706,ESBL02,NODE_61_length_212_cov_2.564706,misc,M_56,False,False,False,2.564706,212,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_62_length_212_cov_1.800000,ESBL02,NODE_62_length_212_cov_1.800000,misc,M_57,False,False,False,1.800000,212,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_63_length_208_cov_12.456790,ESBL02,NODE_63_length_208_cov_12.456790,misc,M_58,False,False,False,12.456790,208,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_64_length_207_cov_26.412500,ESBL02,NODE_64_length_207_cov_26.412500,misc,M_59,False,False,False,26.412500,207,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_65_length_203_cov_1.000000,ESBL02,NODE_65_length_203_cov_1.000000,misc,M_60,False,False,False,1.000000,203,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_66_length_194_cov_1.000000,ESBL02,NODE_66_length_194_cov_1.000000,misc,M_61,False,False,False,1.000000,194,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_67_length_181_cov_1.000000,ESBL02,NODE_67_length_181_cov_1.000000,misc,M_62,False,False,False,1.000000,181,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_68_length_178_cov_1.000000,ESBL02,NODE_68_length_178_cov_1.000000,misc,M_63,False,False,False,1.000000,178,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_69_length_169_cov_1.000000,ESBL02,NODE_69_length_169_cov_1.000000,misc,M_64,False,False,False,1.000000,169,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_70_length_163_cov_1.000000,ESBL02,NODE_70_length_163_cov_1.000000,misc,M_65,False,False,False,1.000000,163,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_71_length_163_cov_1.000000,ESBL02,NODE_71_length_163_cov_1.000000,misc,M_66,False,False,False,1.000000,163,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_72_length_137_cov_24.700000,ESBL02,NODE_72_length_137_cov_24.700000,misc,M_67,False,False,False,24.700000,137,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_73_length_137_cov_2.000000,ESBL02,NODE_73_length_137_cov_2.000000,misc,M_68,False,False,False,2.000000,137,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_74_length_137_cov_1.000000,ESBL02,NODE_74_length_137_cov_1.000000,misc,M_69,False,False,False,1.000000,137,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_75_length_134_cov_5.000000,ESBL02,NODE_75_length_134_cov_5.000000,misc,M_70,False,False,False,5.000000,134,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_76_length_134_cov_1.000000,ESBL02,NODE_76_length_134_cov_1.000000,misc,M_71,False,False,False,1.000000,134,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_77_length_134_cov_1.000000,ESBL02,NODE_77_length_134_cov_1.000000,misc,M_72,False,False,False,1.000000,134,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_78_length_133_cov_4.333333,ESBL02,NODE_78_length_133_cov_4.333333,misc,M_73,False,False,False,4.333333,133,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_79_length_128_cov_525.000000,ESBL02,NODE_79_length_128_cov_525.000000,misc,M_74,False,False,False,525.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_140240_cov_29.035730,ESBL02,NODE_7_length_140240_cov_29.035730,plasmid,P_0,True,True,False,29.035730,140240,"[""ant(3'')-Ia"", ""aph(3')-Ia"", ""aph(3'')-Ib"", 'dfrA14', 'mph(A)', 'sul2', 'blaTEM-1B', 'IncQ1', 'IncFIB(AP001918)', 'tet(B)', 'IncFII(pRSB107)', 'IncFIA', 'catA1']",,,,,,,,,,60265..60652,82436..83117,,,,,,1102..1362,,,133920..134369,,,,,,,,,,,128748..128915,136584..137387,139139..139954,,,,,,,,,,,131631..132491,,,118796..119455,,,,,128259..128741,,,,,,123648..124569,,,135708..136523,,,,115618..116823,
NODE_8_length_91990_cov_28.424774,ESBL02,NODE_8_length_91990_cov_28.424774,plasmid,P_1,True,True,False,28.424774,91990,"['blaCTX-M-15', 'blaTEM-1B', 'IncI1']",,,,,,,,,,,,,,,,,,61560..61701,,,,,,,,,,,,,,,,,,,,,73000..73875,,,,,76697..77557,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_5251851_cov_26.930273,ESBL03,NODE_1_length_5251851_cov_26.930273,chromosome,C_0,False,True,False,26.930273,5251851,"['blaCTX-M-15', ""aac(6')-Ib-cr"", 'catB3', 'mdf(A)', 'blaOXA-1']",,,,,,,,,,,,,,,,,,,,,,,,,,,7372..7971,,,,,,,,,,,,5249106..5249981,,,,6411..7241,,,,,5829..6273,,,,,,,,1568966..1570198,,,,,,,,,,
NODE_2_length_124099_cov_36.274721,ESBL03,NODE_2_length_124099_cov_36.274721,plasmid,P_0,True,False,False,36.274721,124099,"['IncFIB(AP001918)', 'IncFIA', 'IncFIC(FII)']",,,,,,,,,,63707..64090,76794..77475,,,312..812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_1131_cov_11.644422,ESBL03,NODE_3_length_1131_cov_11.644422,misc,M_0,False,False,False,11.644422,1131,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_597_cov_3.210638,ESBL03,NODE_4_length_597_cov_3.210638,misc,M_1,False,False,False,3.210638,597,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_577_cov_15.302222,ESBL03,NODE_5_length_577_cov_15.302222,misc,M_2,False,False,False,15.302222,577,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_249_cov_20.696721,ESBL03,NODE_6_length_249_cov_20.696721,misc,M_3,False,False,False,20.696721,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_242_cov_7.252174,ESBL03,NODE_7_length_242_cov_7.252174,misc,M_4,False,False,False,7.252174,242,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_184_cov_7.052632,ESBL03,NODE_8_length_184_cov_7.052632,misc,M_5,False,False,False,7.052632,184,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_180_cov_10.320755,ESBL03,NODE_9_length_180_cov_10.320755,misc,M_6,False,False,False,10.320755,180,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_128_cov_492.000000,ESBL03,NODE_10_length_128_cov_492.000000,misc,M_7,False,False,False,492.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_3131112_cov_28.364119,ESBL22,NODE_1_length_3131112_cov_28.364119,chromosome,C_0,False,False,False,28.364119,3131112,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_2_length_1834231_cov_23.274391,ESBL22,NODE_2_length_1834231_cov_23.274391,chromosome,C_1,False,True,False,23.274391,1834231,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073723..1074955,,,,,,,,,,
NODE_3_length_132614_cov_36.914338,ESBL22,NODE_3_length_132614_cov_36.914338,plasmid,P_0,True,True,False,36.914338,132614,"[""ant(3'')-Ia"", 'mph(A)', ""aph(3'')-Ib"", 'aadA5', 'dfrA17', 'Col156', 'sul1', 'sul2', 'IncFIB(AP001918)', 'tet(A)', 'blaCTX-M-27', 'IncFII(pRSB107)', 'IncFIA']",,,,,,88425..88566,,,,43822..44209,64920..65601,,,,,,131092..131352,,,,,,,,,,,,108649..109437,,107860..108026,119286..120089,,,,,,,,124756..125631,,,,,,,,,,,,,108045..108518,,,,,116118..117039,,109957..110823,118410..119225,,,121904..123150,,
NODE_4_length_5294_cov_81.268628,ESBL22,NODE_4_length_5294_cov_81.268628,plasmid,P_1,True,False,False,81.268628,5294,['Col156'],,,,,,3364..3517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_725_cov_6.259197,ESBL22,NODE_5_length_725_cov_6.259197,misc,M_0,False,False,False,6.259197,725,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_345_cov_17.963303,ESBL22,NODE_6_length_345_cov_17.963303,misc,M_1,False,False,False,17.963303,345,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_332_cov_29.082927,ESBL22,NODE_7_length_332_cov_29.082927,misc,M_2,False,False,False,29.082927,332,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_255_cov_15.835938,ESBL22,NODE_9_length_255_cov_15.835938,misc,M_3,False,False,False,15.835938,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_255_cov_19.703125,ESBL22,NODE_8_length_255_cov_19.703125,misc,M_4,False,False,False,19.703125,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_254_cov_1.078740,ESBL22,NODE_11_length_254_cov_1.078740,misc,M_5,False,False,False,1.078740,254,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_254_cov_1.496063,ESBL22,NODE_10_length_254_cov_1.496063,misc,M_6,False,False,False,1.496063,254,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_253_cov_1.000000,ESBL22,NODE_12_length_253_cov_1.000000,misc,M_7,False,False,False,1.000000,253,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_252_cov_1.000000,ESBL22,NODE_13_length_252_cov_1.000000,misc,M_8,False,False,False,1.000000,252,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_250_cov_1.243902,ESBL22,NODE_14_length_250_cov_1.243902,misc,M_9,False,False,False,1.243902,250,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_250_cov_1.000000,ESBL22,NODE_15_length_250_cov_1.000000,misc,M_10,False,False,False,1.000000,250,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_249_cov_1.000000,ESBL22,NODE_17_length_249_cov_1.000000,misc,M_11,False,False,False,1.000000,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_249_cov_1.000000,ESBL22,NODE_18_length_249_cov_1.000000,misc,M_12,False,False,False,1.000000,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_249_cov_1.196721,ESBL22,NODE_16_length_249_cov_1.196721,misc,M_13,False,False,False,1.196721,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_19_length_248_cov_1.115702,ESBL22,NODE_19_length_248_cov_1.115702,misc,M_14,False,False,False,1.115702,248,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_245_cov_1.000000,ESBL22,NODE_20_length_245_cov_1.000000,misc,M_15,False,False,False,1.000000,245,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_243_cov_1.000000,ESBL22,NODE_22_length_243_cov_1.000000,misc,M_16,False,False,False,1.000000,243,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_243_cov_1.120690,ESBL22,NODE_21_length_243_cov_1.120690,misc,M_17,False,False,False,1.120690,243,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_23_length_242_cov_4.278261,ESBL22,NODE_23_length_242_cov_4.278261,misc,M_18,False,False,False,4.278261,242,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_224_cov_1.000000,ESBL22,NODE_24_length_224_cov_1.000000,misc,M_19,False,False,False,1.000000,224,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_209_cov_1.024390,ESBL22,NODE_25_length_209_cov_1.024390,misc,M_20,False,False,False,1.024390,209,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_201_cov_1.000000,ESBL22,NODE_26_length_201_cov_1.000000,misc,M_21,False,False,False,1.000000,201,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_192_cov_1.000000,ESBL22,NODE_27_length_192_cov_1.000000,misc,M_22,False,False,False,1.000000,192,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_29_length_185_cov_1.000000,ESBL22,NODE_29_length_185_cov_1.000000,misc,M_23,False,False,False,1.000000,185,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_28_length_185_cov_1.827586,ESBL22,NODE_28_length_185_cov_1.827586,misc,M_24,False,False,False,1.827586,185,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_30_length_175_cov_1.125000,ESBL22,NODE_30_length_175_cov_1.125000,misc,M_25,False,False,False,1.125000,175,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_31_length_167_cov_1.550000,ESBL22,NODE_31_length_167_cov_1.550000,misc,M_26,False,False,False,1.550000,167,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_32_length_144_cov_1.058824,ESBL22,NODE_32_length_144_cov_1.058824,misc,M_27,False,False,False,1.058824,144,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_33_length_128_cov_405.000000,ESBL22,NODE_33_length_128_cov_405.000000,misc,M_28,False,False,False,405.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_3018358_cov_26.958953,ESBL05,NODE_1_length_3018358_cov_26.958953,chromosome,C_0,False,True,False,26.958953,3018358,"['mdf(A)', 'tet(34)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683578..684810,,,,,,,59161..59516,,,
NODE_2_length_1271163_cov_25.450913,ESBL05,NODE_2_length_1271163_cov_25.450913,chromosome,C_1,False,False,False,25.450913,1271163,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_493930_cov_30.532914,ESBL05,NODE_3_length_493930_cov_30.532914,misc,M_0,False,False,False,30.532914,493930,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_142606_cov_21.081654,ESBL05,NODE_4_length_142606_cov_21.081654,misc,M_1,False,False,False,21.081654,142606,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_6942_cov_36.341306,ESBL05,NODE_9_length_6942_cov_36.341306,misc,M_2,False,False,False,36.341306,6942,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_1919_cov_64.890625,ESBL05,NODE_10_length_1919_cov_64.890625,misc,M_3,False,True,False,64.890625,1919,"['lnu(F)', ""ant(3'')-Ia""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118..1919,,,,,,,,,,,,,,,,,,,,,,,,165..986,,,,,,,,,,,
