,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA1,aadA2,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-101,blaCTX-M-116,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-156,blaCTX-M-27,blaCTX-M-8,blaOXA-1,blaTEM-104,blaTEM-105,blaTEM-141,blaTEM-1B,blaTEM-1C,blaTEM-52B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
NODE_106_length_9956_cov_20.138264,ESBL14,NODE_106_length_9956_cov_20.138264,misc,M_103,False,False,False,20.138264,9956,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_107_length_9511_cov_15.288257,ESBL14,NODE_107_length_9511_cov_15.288257,misc,M_104,False,False,False,15.288257,9511,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_108_length_9444_cov_14.020071,ESBL14,NODE_108_length_9444_cov_14.020071,misc,M_105,False,False,False,14.020071,9444,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_109_length_9239_cov_14.329126,ESBL14,NODE_109_length_9239_cov_14.329126,misc,M_106,False,False,False,14.329126,9239,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_110_length_9092_cov_22.516007,ESBL14,NODE_110_length_9092_cov_22.516007,misc,M_107,False,False,False,22.516007,9092,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_111_length_8594_cov_12.475139,ESBL14,NODE_111_length_8594_cov_12.475139,misc,M_108,False,False,False,12.475139,8594,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_112_length_8548_cov_17.539247,ESBL14,NODE_112_length_8548_cov_17.539247,misc,M_109,False,False,False,17.539247,8548,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_113_length_8547_cov_18.285036,ESBL14,NODE_113_length_8547_cov_18.285036,misc,M_110,False,False,False,18.285036,8547,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_114_length_8394_cov_22.162816,ESBL14,NODE_114_length_8394_cov_22.162816,misc,M_111,False,False,False,22.162816,8394,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_115_length_8244_cov_15.578908,ESBL14,NODE_115_length_8244_cov_15.578908,misc,M_112,False,False,False,15.578908,8244,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_116_length_8221_cov_17.925253,ESBL14,NODE_116_length_8221_cov_17.925253,misc,M_113,False,False,False,17.925253,8221,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_117_length_8010_cov_14.752505,ESBL14,NODE_117_length_8010_cov_14.752505,misc,M_114,False,False,False,14.752505,8010,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_118_length_7845_cov_15.690334,ESBL14,NODE_118_length_7845_cov_15.690334,misc,M_115,False,False,False,15.690334,7845,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_119_length_7461_cov_20.802700,ESBL14,NODE_119_length_7461_cov_20.802700,misc,M_116,False,False,False,20.802700,7461,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_120_length_7439_cov_14.580416,ESBL14,NODE_120_length_7439_cov_14.580416,misc,M_117,False,False,False,14.580416,7439,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_121_length_7262_cov_16.073160,ESBL14,NODE_121_length_7262_cov_16.073160,misc,M_118,False,False,False,16.073160,7262,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_122_length_7240_cov_6.613103,ESBL14,NODE_122_length_7240_cov_6.613103,misc,M_119,False,False,False,6.613103,7240,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_123_length_7041_cov_20.727509,ESBL14,NODE_123_length_7041_cov_20.727509,misc,M_120,False,False,False,20.727509,7041,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_124_length_6325_cov_43.158761,ESBL14,NODE_124_length_6325_cov_43.158761,misc,M_121,False,False,False,43.158761,6325,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_125_length_6140_cov_16.276069,ESBL14,NODE_125_length_6140_cov_16.276069,misc,M_122,False,False,False,16.276069,6140,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_126_length_5894_cov_12.330501,ESBL14,NODE_126_length_5894_cov_12.330501,misc,M_123,False,False,False,12.330501,5894,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_127_length_5814_cov_19.133990,ESBL14,NODE_127_length_5814_cov_19.133990,misc,M_124,False,False,False,19.133990,5814,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_128_length_5283_cov_18.701125,ESBL14,NODE_128_length_5283_cov_18.701125,misc,M_125,False,False,False,18.701125,5283,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_129_length_5239_cov_21.732394,ESBL14,NODE_129_length_5239_cov_21.732394,misc,M_126,False,False,False,21.732394,5239,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_130_length_5229_cov_7.257546,ESBL14,NODE_130_length_5229_cov_7.257546,misc,M_127,False,False,False,7.257546,5229,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_131_length_5207_cov_29.545472,ESBL14,NODE_131_length_5207_cov_29.545472,misc,M_128,False,False,False,29.545472,5207,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_132_length_4937_cov_6.769439,ESBL14,NODE_132_length_4937_cov_6.769439,misc,M_129,False,False,False,6.769439,4937,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_133_length_4603_cov_17.163092,ESBL14,NODE_133_length_4603_cov_17.163092,misc,M_130,False,False,False,17.163092,4603,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_134_length_4441_cov_19.302967,ESBL14,NODE_134_length_4441_cov_19.302967,misc,M_131,False,False,False,19.302967,4441,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_135_length_4367_cov_19.798821,ESBL14,NODE_135_length_4367_cov_19.798821,misc,M_132,False,False,False,19.798821,4367,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_136_length_4334_cov_18.970050,ESBL14,NODE_136_length_4334_cov_18.970050,misc,M_133,False,False,False,18.970050,4334,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_137_length_4121_cov_10.825238,ESBL14,NODE_137_length_4121_cov_10.825238,misc,M_134,False,False,False,10.825238,4121,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_138_length_4069_cov_4.271182,ESBL14,NODE_138_length_4069_cov_4.271182,misc,M_135,False,False,False,4.271182,4069,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_139_length_3892_cov_13.932005,ESBL14,NODE_139_length_3892_cov_13.932005,misc,M_136,False,False,False,13.932005,3892,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_140_length_3671_cov_12.178612,ESBL14,NODE_140_length_3671_cov_12.178612,misc,M_137,False,False,False,12.178612,3671,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_141_length_3520_cov_3.534041,ESBL14,NODE_141_length_3520_cov_3.534041,misc,M_138,False,False,False,3.534041,3520,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_142_length_3491_cov_17.338882,ESBL14,NODE_142_length_3491_cov_17.338882,misc,M_139,False,False,False,17.338882,3491,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_143_length_3410_cov_11.073104,ESBL14,NODE_143_length_3410_cov_11.073104,misc,M_140,False,False,False,11.073104,3410,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_144_length_3335_cov_17.827930,ESBL14,NODE_144_length_3335_cov_17.827930,misc,M_141,False,False,False,17.827930,3335,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_145_length_3302_cov_8.095748,ESBL14,NODE_145_length_3302_cov_8.095748,misc,M_142,False,False,False,8.095748,3302,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_146_length_3233_cov_4.194462,ESBL14,NODE_146_length_3233_cov_4.194462,misc,M_143,False,False,False,4.194462,3233,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_147_length_3155_cov_26.718296,ESBL14,NODE_147_length_3155_cov_26.718296,misc,M_144,False,False,False,26.718296,3155,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_148_length_3109_cov_6.408786,ESBL14,NODE_148_length_3109_cov_6.408786,misc,M_145,False,False,False,6.408786,3109,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_149_length_2968_cov_13.382964,ESBL14,NODE_149_length_2968_cov_13.382964,misc,M_146,False,False,False,13.382964,2968,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_150_length_2958_cov_8.996114,ESBL14,NODE_150_length_2958_cov_8.996114,misc,M_147,False,False,False,8.996114,2958,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_151_length_2908_cov_9.258900,ESBL14,NODE_151_length_2908_cov_9.258900,misc,M_148,False,False,False,9.258900,2908,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_152_length_2800_cov_16.505051,ESBL14,NODE_152_length_2800_cov_16.505051,misc,M_149,False,False,False,16.505051,2800,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_153_length_2751_cov_18.658537,ESBL14,NODE_153_length_2751_cov_18.658537,misc,M_150,False,False,False,18.658537,2751,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_154_length_2751_cov_5.409299,ESBL14,NODE_154_length_2751_cov_5.409299,misc,M_151,False,False,False,5.409299,2751,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_155_length_2642_cov_15.854871,ESBL14,NODE_155_length_2642_cov_15.854871,misc,M_152,False,False,False,15.854871,2642,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_156_length_2497_cov_16.805063,ESBL14,NODE_156_length_2497_cov_16.805063,misc,M_153,False,False,False,16.805063,2497,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_158_length_2403_cov_11.956063,ESBL14,NODE_158_length_2403_cov_11.956063,misc,M_154,False,False,False,11.956063,2403,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_159_length_2270_cov_6.412506,ESBL14,NODE_159_length_2270_cov_6.412506,misc,M_155,False,False,False,6.412506,2270,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_160_length_2257_cov_27.438028,ESBL14,NODE_160_length_2257_cov_27.438028,misc,M_156,False,False,False,27.438028,2257,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_161_length_2238_cov_3.617243,ESBL14,NODE_161_length_2238_cov_3.617243,misc,M_157,False,False,False,3.617243,2238,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_162_length_2209_cov_12.366955,ESBL14,NODE_162_length_2209_cov_12.366955,misc,M_158,False,False,False,12.366955,2209,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_163_length_2170_cov_15.402349,ESBL14,NODE_163_length_2170_cov_15.402349,misc,M_159,False,True,False,15.402349,2170,['blaTEM-1B'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662..1522,,,,,,,,,,,,,,,,,,,,,,
NODE_164_length_2084_cov_175.949923,ESBL14,NODE_164_length_2084_cov_175.949923,misc,M_160,False,False,False,175.949923,2084,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_165_length_1989_cov_128.774436,ESBL14,NODE_165_length_1989_cov_128.774436,misc,M_161,False,False,False,128.774436,1989,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_166_length_1978_cov_18.711507,ESBL14,NODE_166_length_1978_cov_18.711507,misc,M_162,False,False,False,18.711507,1978,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_167_length_1946_cov_13.700385,ESBL14,NODE_167_length_1946_cov_13.700385,misc,M_163,False,False,False,13.700385,1946,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_168_length_1919_cov_8.623884,ESBL14,NODE_168_length_1919_cov_8.623884,misc,M_164,False,False,False,8.623884,1919,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_169_length_1904_cov_3.746201,ESBL14,NODE_169_length_1904_cov_3.746201,misc,M_165,False,False,False,3.746201,1904,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_170_length_1888_cov_15.353776,ESBL14,NODE_170_length_1888_cov_15.353776,misc,M_166,False,False,False,15.353776,1888,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_171_length_1842_cov_11.762099,ESBL14,NODE_171_length_1842_cov_11.762099,misc,M_167,False,False,False,11.762099,1842,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_172_length_1831_cov_4.007042,ESBL14,NODE_172_length_1831_cov_4.007042,misc,M_168,False,False,False,4.007042,1831,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_173_length_1826_cov_6.172454,ESBL14,NODE_173_length_1826_cov_6.172454,misc,M_169,False,False,False,6.172454,1826,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_174_length_1780_cov_7.381125,ESBL14,NODE_174_length_1780_cov_7.381125,misc,M_170,False,False,False,7.381125,1780,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_175_length_1727_cov_18.835000,ESBL14,NODE_175_length_1727_cov_18.835000,misc,M_171,False,False,False,18.835000,1727,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_177_length_1642_cov_11.103630,ESBL14,NODE_177_length_1642_cov_11.103630,misc,M_172,False,False,False,11.103630,1642,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_178_length_1584_cov_3.417296,ESBL14,NODE_178_length_1584_cov_3.417296,misc,M_173,False,False,False,3.417296,1584,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_179_length_1532_cov_20.340214,ESBL14,NODE_179_length_1532_cov_20.340214,misc,M_174,False,False,False,20.340214,1532,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_180_length_1525_cov_3.706724,ESBL14,NODE_180_length_1525_cov_3.706724,misc,M_175,False,False,False,3.706724,1525,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_181_length_1509_cov_1.651954,ESBL14,NODE_181_length_1509_cov_1.651954,misc,M_176,False,False,False,1.651954,1509,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_183_length_1418_cov_7.088304,ESBL14,NODE_183_length_1418_cov_7.088304,misc,M_177,False,False,False,7.088304,1418,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_184_length_1373_cov_5.883628,ESBL14,NODE_184_length_1373_cov_5.883628,misc,M_178,False,False,False,5.883628,1373,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_185_length_1369_cov_13.735910,ESBL14,NODE_185_length_1369_cov_13.735910,misc,M_179,False,False,False,13.735910,1369,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_186_length_1357_cov_11.086179,ESBL14,NODE_186_length_1357_cov_11.086179,misc,M_180,False,False,False,11.086179,1357,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_187_length_1335_cov_18.338576,ESBL14,NODE_187_length_1335_cov_18.338576,misc,M_181,False,False,False,18.338576,1335,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_188_length_1296_cov_8.386655,ESBL14,NODE_188_length_1296_cov_8.386655,misc,M_182,False,False,False,8.386655,1296,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_189_length_1253_cov_14.275311,ESBL14,NODE_189_length_1253_cov_14.275311,misc,M_183,False,False,False,14.275311,1253,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_190_length_1203_cov_91.264870,ESBL14,NODE_190_length_1203_cov_91.264870,misc,M_184,False,False,False,91.264870,1203,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_191_length_1192_cov_8.905164,ESBL14,NODE_191_length_1192_cov_8.905164,misc,M_185,False,False,False,8.905164,1192,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_192_length_1179_cov_14.637833,ESBL14,NODE_192_length_1179_cov_14.637833,misc,M_186,False,False,False,14.637833,1179,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_193_length_1173_cov_3.006692,ESBL14,NODE_193_length_1173_cov_3.006692,misc,M_187,False,False,False,3.006692,1173,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_194_length_1085_cov_14.057411,ESBL14,NODE_194_length_1085_cov_14.057411,misc,M_188,False,False,False,14.057411,1085,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_195_length_1070_cov_1.655355,ESBL14,NODE_195_length_1070_cov_1.655355,misc,M_189,False,False,False,1.655355,1070,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_196_length_1049_cov_18.734273,ESBL14,NODE_196_length_1049_cov_18.734273,misc,M_190,False,False,False,18.734273,1049,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_197_length_938_cov_5.853268,ESBL14,NODE_197_length_938_cov_5.853268,misc,M_191,False,False,False,5.853268,938,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_198_length_918_cov_13.811631,ESBL14,NODE_198_length_918_cov_13.811631,misc,M_192,False,False,False,13.811631,918,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_199_length_895_cov_22.790365,ESBL14,NODE_199_length_895_cov_22.790365,misc,M_193,False,False,False,22.790365,895,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_200_length_873_cov_9.341823,ESBL14,NODE_200_length_873_cov_9.341823,misc,M_194,False,False,False,9.341823,873,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_201_length_867_cov_51.152703,ESBL14,NODE_201_length_867_cov_51.152703,misc,M_195,False,False,False,51.152703,867,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_202_length_857_cov_2.205479,ESBL14,NODE_202_length_857_cov_2.205479,misc,M_196,False,False,False,2.205479,857,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_203_length_818_cov_7.872648,ESBL14,NODE_203_length_818_cov_7.872648,misc,M_197,False,False,False,7.872648,818,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_204_length_794_cov_5.667166,ESBL14,NODE_204_length_794_cov_5.667166,misc,M_198,False,False,False,5.667166,794,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
